Time;Ax;Ay;Az;Gx;Gy;Gz;BAR;P;R;UP;DOWN;prob
0;9.34776;2.38783;1.79147;3.43;-3.64;6.72;992.10229;0;0;0;0;
1;9.68067;1.91362;2.07409;-6.93;-0.56;8.05;992.10474;0;0;0;0;
2;9.89143;2.20102;2.96024;-3.22;-3.5;7.91;992.10718;0;0;0;0;
3;9.67109;1.825;2.70637;7.77;1.05;2.8;992.13379;0;0;0;0;
4;9.80761;2.03577;2.63692;12.25;0.14;4.48;992.14258;0;0;0;0;
5;10.02555;1.6813;2.29203;6.58;4.62;7.63;992.16284;0;0;0;0;
6;9.62558;1.32205;2.19384;9.24;7.77;-6.86;992.16235;0;0;0;0;
7;9.6663;2.22018;2.32796;12.80999;-2.17;-3.01;992.15283;0;0;0;0;
8;9.9561;1.91602;2.09085;-4.34;1.4;1.19;992.18164;0;0;0;0;
9;9.91538;1.68849;2.53154;-8.82;-1.33;-1.05;992.18726;0;0;0;0;
10;9.67827;2.09085;2.54351;-6.16;-0.84;-5.46;992.16602;0;0;0;0;
11;9.68785;2.46687;2.54351;-2.87;-2.66;-3.78;992.17017;0;0;0;0;
12;9.61121;2.13396;2.36388;-5.04;-5.67;-0.98;992.17529;0;0;0;0;
13;9.63756;2.38065;2.22497;-4.83;-0.56;-3.36;992.18311;0;0;0;0;
14;9.64714;2.26569;2.4549;-9.66;-3.71;-1.26;992.17944;0;0;0;0;
15;9.84593;2.50759;1.9735;-1.54;-1.47;-3.78;992.20117;0;0;0;0;
16;9.61121;2.47645;2.19623;-2.45;3.22;-1.19;992.20288;0;0;0;0;
17;9.70462;2.20102;2.31598;-5.53;9.52;2.8;992.2002;0;0;0;0;
18;9.74533;2.08127;2.17228;-6.23;4.62;-1.89;992.20947;0;0;1;0;
19;9.75012;2.05253;2.90516;-2.38;15.39999;-2.87;992.23413;0;0;1;0;
20;9.45075;2.21779;2.62255;1.47;8.68;-4.9;992.23193;0;0;1;0;
21;7.87482;2.18665;1.9256;-0.7;11.27;-2.52;992.24292;0;0;1;0;
22;6.67971;1.24541;2.10043;-8.05;8.89;-0.56;992.27515;0;0;1;0;
23;5.92528;1.90644;2.23216;-6.72;13.79;-11.76;992.2854;0;0;1;0;
24;7.15871;2.79499;3.11592;-3.64;29.81999;13.92999;992.28516;0;0;1;0;
25;9.10107;0.83347;4.32541;-19.80999;10.36;15.88999;992.29541;0;0;1;0;
26;10.50695;1.71004;5.47022;-19.73999;-4.2;-4.97;992.31616;0;0;1;0;
27;10.0495;1.99266;4.88824;-28.27999;-16.58999;-5.25;992.33716;0;0;1;0;
28;10.15249;2.47166;5.33371;-9.24;0.28;-4.9;992.3313;0;0;1;0;
29;10.04232;2.36388;4.92177;7.07;8.19;4.97;992.3501;0;0;1;0;
30;10.74885;1.52323;5.09181;7.56;11.83;11.83;992.34497;0;0;1;0;
31;10.68658;1.79866;5.89654;9.31;1.26;6.02;992.34595;0;0;1;0;
32;10.05908;1.28373;4.96727;4.34;1.96;3.36;992.36646;0;0;1;0;
33;9.43398;1.18553;4.69424;-1.19;0;0.35;992.37866;0;0;1;0;
34;9.15856;1.41067;4.49066;3.15;3.85;-1.05;992.36279;0;0;0;1;
35;10.68418;1.51365;5.36484;-3.08;-3.85;10.64;992.35205;0;0;0;1;
36;11.64459;1.08494;5.99952;-5.39;-7.21;2.1;992.36719;0;0;0;1;
37;11.00272;1.13524;5.50615;-5.25;-15.95999;-6.44;992.35645;0;0;0;1;
38;10.22673;1.48012;5.6259;3.15;-0.77;-12.95;992.37378;0;0;0;1;
39;10.03034;1.97829;4.86668;3.22;-7.98;-6.3;992.36499;0;0;0;1;
40;9.89862;1.8298;4.67508;9.66;-1.47;2.1;992.39282;0;0;0;1;
41;8.92624;1.54958;3.7027;3.08;-16.58999;1.68;992.39624;0;0;0;1;
42;6.62462;1.42264;2.4525;12.53;-28.90999;-10.01;992.3938;0;0;0;1;
43;6.19592;0.77599;0.74485;-11.97;-32.61999;-16.79999;992.37402;0;0;0;1;
44;6.98627;1.32924;1.66214;14.49;-3.64;-24.42999;992.37012;0;0;0;1;
45;8.67955;2.72553;2.23695;10.08;-14.7;4.69;992.3623;0;0;0;1;
46;9.99442;2.4549;2.46927;0.49;-12.53;3.15;992.36353;0;0;0;1;
47;9.15376;2.45011;2.09325;3.01;-13.79;-0.21;992.35034;0;0;0;1;
48;8.9933;2.32317;0.8646;-11.41;-2.87;3.99;992.35034;0;0;0;1;
49;9.83874;2.39981;1.93039;-5.39;15.67999;4.34;992.34644;0;0;0;1;
50;10.32732;2.33035;2.33993;-8.19;-0.21;6.02;992.32617;0;0;0;1;
51;10.30337;2.28006;1.85614;-5.18;5.25;-3.92;992.32178;0;0;0;1;
