Time;Ax;Ay;Az;Gx;Gy;Gz;BAR;P;R;Mag;UP;DOWN
234;6.03301;2.89494;3.20814;16.15904;-33.04288;-3.05938;992.21332;-22.96101;61.99752;0.56769;0;0
235;7.72003;3.59082;4.06992;1.08337;-6.91986;3.53241;992.24371;-22.36493;62.20227;0.56873;0;0
236;7.89849;3.10454;4.88678;3.58581;-5.02777;2.49481;992.25604;-18.48236;58.25503;0.501;0;0
237;8.35303;3.0189;3.86151;19.51597;-9.23919;-2.99835;992.24835;-18.16235;65.18945;0.60129;0;0
238;8.1075;3.70042;3.6531;9.68932;-5.57708;-0.67902;992.18884;-22.59354;65.74445;0.62072;0;0
239;8.09372;3.91361;3.41715;9.93346;-2.6474;0.05341;992.20947;-24.01115;67.11064;0.6447;0;0
240;8.04881;3.96452;2.72126;-5.14221;7.54546;5.30242;992.22968;-25.01433;71.31985;0.70976;0;0
241;6.24861;3.57525;2.13557;-10.5133;15.48003;10.1242;992.242;-28.43204;71.13125;0.71561;0;0
242;4.0262;1.64749;2.45357;-5.50842;32.63089;18.18083;992.22668;-19.26054;58.64185;0.50874;0;0
243;4.68017;1.26062;3.1261;-5.50842;20.66801;-5.74493;992.24963;-12.62494;56.2592;0.45799;0;0
244;5.7755;2.09664;4.15376;9.9945;1.99127;12.3825;992.24664;-16.42116;54.27617;0.43994;0;0
245;8.53509;2.82008;4.873;-0.01526;10.59722;18.66911;992.25922;-16.01013;60.27634;0.52341;0;0
246;9.15911;3.04465;6.6205;-15.94542;32.20364;8.049;992.27448;-15.07787;54.13937;0.43435;0;0
247;9.54957;2.87577;7.80627;0.71716;19.26421;-4.34112;992.30743;-13.12431;50.73584;0.38363;0;0
248;8.92376;2.97159;7.76794;-0.19836;9.37652;3.1662;992.30255;-14.09923;48.96113;0.36321;0;0
249;8.18535;2.756;7.61642;-4.34875;4.24957;13.7863;992.32739;-13.84703;47.06199;0.33859;0;0
250;9.65857;2.57454;7.23195;-11.42882;7.30132;12.80974;992.35016;-12.04465;53.1756;0.41383;0;0
251;9.749;2.83146;8.45245;-4.47082;28.23637;-11.90947;992.37311;-12.37692;49.0745;0.36015;0;0
252;6.84209;0.85938;8.50994;11.64245;-7.83538;-4.95147;992.3421;-4.50002;38.79967;0.22306;0;0
253;6.15039;1.63911;6.31149;9.93346;-2.52533;-13.43535;992.29065;-10.53636;44.25937;0.29589;0;0
254;7.30322;2.56316;6.72471;4.68444;-9.54436;-3.48663;992.32678;-14.4767;47.36153;0.34414;0;0
255;11.00722;3.70042;9.55437;2.79236;-5.21087;-3.36456;992.34949;-14.24524;49.04174;0.36465;0;0
256;9.69211;3.80162;9.04533;7.00378;4.1275;-14.53398;992.36182;-16.00067;46.97695;0.34414;0;0
257;8.07037;3.40398;7.60984;-5.20324;-1.97601;-0.98419;992.31592;-17.05997;46.6823;0.34414;0;0
258;7.84998;2.90811;7.61403;-5.87463;-4.11224;1.33514;992.31018;-14.89154;45.87416;0.32715;0;0
259;8.2111;3.08897;7.1511;-1.35803;-14.36614;-12.09258;992.33569;-15.8381;48.94718;0.36818;0;0
260;7.19183;3.03507;5.21556;-4.10461;-15.70891;-12.70293;992.29956;-18.862;54.05015;0.44445;0;0
261;4.83048;1.97387;4.91193;-1.78528;-27.8549;-13.37432;992.2384;-15.98799;44.52102;0.31459;0;0
262;4.41726;1.72474;2.88116;6.5155;-27.12247;-12.825;992.25604;-18.10973;56.88558;0.48075;0;0
263;3.81061;1.75708;2.8632;6.39343;-29.44181;-3.4256;992.24005;-20.23586;53.07971;0.43637;0;0
264;6.71572;3.36685;3.1794;10.54381;-31.21183;-4.95147;992.2962;-24.37637;64.6659;0.61025;0;0
265;7.90089;3.84594;3.58184;5.53894;-16.13616;0.41962;992.24005;-23.90973;65.61301;0.62254;0;0
266;7.63858;4.18131;3.72018;-15.82335;-19.12687;-3.12042;992.24731;-26.20322;64.03278;0.60714;0;0
267;8.20511;3.31894;3.18898;23.54429;-7.40814;-7.0877;992.31635;-20.65753;68.76099;0.66103;0;0
268;8.20451;4.07411;2.96201;12.13073;3.15094;-3.85284;992.18781;-25.03555;70.14931;0.69233;0;0
269;7.97095;4.39331;2.97099;6.5155;5.10406;0.17548;992.24945;-27.31438;69.5582;0.68969;0;0
270;7.42658;4.2394;2.49369;1.44958;8.76617;9.14764;992.2182;-28.41998;71.43901;0.72005;0;0
271;6.44444;3.85073;1.28877;-18.692;30.25052;16.96013;992.25391;-30.36717;78.69109;0.83081;0;0
272;3.99147;1.89183;2.16851;-12.52746;35.43851;20.31706;992.25391;-22.61046;61.48539;0.55931;0;0
273;4.42026;0.86058;2.55657;-0.13733;36.35403;6.8283;992.21265;-9.56621;59.9559;0.5063;0;0
274;6.28633;2.26133;4.43882;3.46374;24.26908;17.32634;992.22284;-16.37543;54.77383;0.44659;0;0
275;8.49377;2.49789;5.72879;-13.74816;25.97807;24.22331;992.30402;-13.70204;56.00154;0.45674;0;0
276;9.03754;2.89913;7.40083;-13.56505;29.70121;12.5656;992.3017;-13.93851;50.686;0.38509;0;0
277;9.07407;2.38709;8.19373;7.18688;14.3814;-2.75421;992.32678;-11.04782;47.9185;0.34223;0;0
278;9.15193;3.00273;8.04162;-5.02014;5.83648;8.59832;992.30658;-13.84567;48.69485;0.35911;0;0
279;8.91897;3.19078;8.41412;-6.85119;-0.93841;12.99285;992.32935;-14.58636;46.66833;0.3359;0;0
280;10.01969;2.55418;8.13924;-15.88439;3.33404;14.33562;992.33423;-11.19203;50.9122;0.38148;0;0
281;8.96807;0.8486;8.81836;24.15464;6.93511;-12.6419;992.36713;-3.85992;45.48227;0.30046;0;0
282;6.44204;1.12049;6.89479;8.46862;5.10406;-13.92363;992.34973;-6.77193;43.05573;0.27441;0;0
283;6.10548;1.51215;6.58816;10.48278;-5.69915;-14.16777;992.341;-9.55605;42.82232;0.27671;0;0
284;9.53999;3.30456;7.99072;1.63269;-7.04192;-5.01251;992.34125;-14.87146;50.05039;0.37939;0;0
285;10.67066;3.62616;10.18617;-0.2594;2.59399;-10.50567;992.36908;-13.80997;46.33069;0.32947;0;0
286;8.65786;3.86391;8.13624;-0.80872;6.01959;-11.05498;992.39923;-18.0155;46.779;0.34876;0;0
287;7.77453;3.24527;8.46023;0.22888;-1.73187;-2.32696;992.32489;-15.77206;42.58144;0.29141;0;0
288;7.5757;2.74642;7.87334;7.79723;-16.68547;-9.83428;992.32739;-14.10965;43.89629;0.30114;0;0
289;7.07145;2.63024;6.37976;8.59069;-18.69963;-12.15361;992.29913;-15.43849;47.9437;0.35431;0;0
290;5.4557;2.8608;5.1383;13.04625;-29.56388;-11.48223;992.26599;-20.89297;46.71609;0.35947;0;0
291;4.54003;2.21761;3.27821;17.31871;-26.57316;-10.5667;992.22479;-21.60414;54.16814;0.45572;0;0
292;4.20107;2.13497;3.14107;15.85387;-23.46037;-12.03154;992.23688;-22.14679;53.21514;0.44537;0;0
293;5.47367;3.06142;2.74402;17.50182;-31.57804;-8.61358;992.2265;-26.56459;63.3748;0.59916;0;0
294;7.41999;4.5029;2.55238;0.65613;-20.53068;-5.62286;992.22162;-29.8497;71.01745;0.71787;0;0
295;7.74458;4.65441;2.87517;-23.57481;-15.28166;3.89862;992.22882;-29.3976;69.63258;0.69678;0;0
296;8.06019;3.99446;3.1261;17.07457;-8.68987;-7.69805;992.22839;-24.79906;68.80148;0.67174;0;0
297;7.85358;4.94247;2.1212;-1.54114;0.6485;0.17548;992.17694;-31.28105;74.88546;0.77716;0;0
298;7.55414;4.58614;2.98237;1.26648;-2.28119;4.50897;992.22308;-29.4529;68.45592;0.68024;0;0
299;8.04462;4.54602;2.74881;4.13513;7.30132;2.98309;992.23053;-28.13542;71.13492;0.71487;0;0
300;7.02235;4.28072;2.23738;-2.39563;4.79126;1.70135;992.21991;-30.1488;72.3277;0.73749;0;0
301;4.73706;2.77097;1.40076;-5.9967;23.468;7.74383;992.19696;-29.29004;73.52696;0.75269;0;0
302;3.1267;1.31871;2.23558;-15.3961;21.27073;1.88446;992.23755;-18.93623;54.43534;0.44986;0;0
303;5.05805;2.60029;4.08309;-7.58361;19.25658;12.13836;992.26282;-21.80234;51.08794;0.4168;0;0
304;8.30393;3.66089;4.47715;-24.61241;22.00315;25.44401;992.25006;-21.20891;61.66821;0.55757;0;0
305;8.8501;3.37822;6.59775;-21.01134;36.1633;8.11004;992.27283;-17.01582;53.29547;0.42848;0;0
306;9.08186;3.75611;7.33016;-10.14709;23.10942;-5.37872;992.28552;-17.83992;51.09225;0.40213;0;0
307;8.54707;3.69503;8.12786;-16.31163;11.63482;6.34002;992.30066;-17.39468;46.44012;0.3424;0;0
308;9.14713;4.00165;8.51473;-14.96886;6.32476;6.03485;992.26984;-17.75575;47.05067;0.3511;0;0
309;8.5321;3.71898;7.2056;-48.84334;5.95855;10.55144;992.32318;-18.4184;49.81795;0.38783;0;0
310;8.30812;3.75192;6.48815;-18.38683;14.44243;-1.53351;992.42029;-19.59178;52.01225;0.42014;0;0
311;7.16188;2.8105;6.90137;-18.14268;7.11822;-8.97979;992.30487;-15.7791;46.06123;0.33226;0;0
312;6.32766;2.44219;6.82232;-3.18908;-2.46429;-8.61358;992.31506;-14.70613;42.8457;0.29083;0;0
313;7.18045;3.21952;6.8367;1.81579;-3.50189;-4.21905;992.30444;-17.98994;46.40482;0.34415;0;0
314;9.09503;3.82857;8.64888;-3.86047;5.10406;-0.37384;992.31445;-16.96413;46.44035;0.34088;0;0
315;9.13396;4.05794;9.13456;-8.57543;7.88879;-0.85449;992.31421;-17.43936;44.99812;0.32537;0;0
316;8.45963;4.25257;9.04113;-2.9602;-0.28992;-1.28174;992.31958;-18.95531;43.09692;0.3094;0;0
317;7.5236;2.88296;7.8949;-0.7019;-1.38855;-8.91113;992.30847;-14.80762;43.62051;0.30012;0;0
318;7.08942;3.24587;7.68949;22.30833;-11.70348;-13.61083;992.29065;-17.24153;42.6749;0.29783;0;0
319;6.31688;2.76318;5.91324;11.93236;-23.23912;-12.6953;992.2522;-17.71054;46.89028;0.34899;0;0
320;4.62387;2.24097;4.27952;12.1765;-25.92466;-6.53076;992.26453;-19.57993;47.21489;0.36003;0;0
321;4.11783;2.13257;3.50279;19.68382;-18.23424;-10.49804;992.22369;-21.52798;49.61418;0.39727;0;0
322;5.09458;2.77217;3.5519;15.89964;-19.76011;-6.83593;992.23114;-24.05432;55.11616;0.47775;0;0
323;5.81982;3.55429;4.27054;25.54319;-16.9525;0.18311;992.23114;-26.21478;53.72905;0.46925;0;0
324;7.05109;3.92679;3.96272;15.35033;-15.48766;-7.14111;992.21033;-25.89603;60.66397;0.55926;0;0
325;7.82663;4.53644;4.20826;1.86157;-7.30895;-1.2207;992.24329;-27.04434;61.73376;0.57821;0;0
326;7.36909;4.2921;4.43703;-0.7019;-17.25768;-1.09863;992.22009;-26.51817;58.94731;0.53844;0;0
327;7.26129;4.58015;3.55729;-2.04468;-12.61901;3.05176;992.23517;-29.52904;63.89991;0.61721;0;0
328;7.49246;4.38792;2.83445;-1.00708;-0.28992;-1.70898;992.23712;-28.7121;69.27802;0.68967;0;0
329;8.82374;6.07853;2.37512;-3.63159;-9.32311;0;992.23499;-33.63208;74.93458;0.78359;0;0
330;6.88221;4.73287;2.81349;-0.76294;-1.93786;8.1787;992.24243;-32.47913;67.76495;0.68078;0;0
331;5.58626;3.79084;2.23019;9.42992;15.57921;-6.7749;992.21692;-32.22052;68.23672;0.68633;0;0
332;4.6077;2.89074;2.98596;-5.76782;31.81455;11.96288;992.25519;-27.76625;57.05526;0.51879;0;0
333;4.21664;1.36243;3.41236;-10.65063;15.33507;-3.78418;992.24707;-14.09911;51.01814;0.38988;0;0
334;5.15267;2.67276;3.1812;-0.39673;0.80872;4.21142;992.23669;-23.81526;58.30935;0.5194;0;0
335;7.96377;3.96092;4.15196;-23.89524;17.59337;23.43748;992.2594;-23.79883;62.46442;0.57701;0;0
336;8.94651;4.84905;7.22716;-21.94212;31.50937;9.2163;992.26709;-22.86133;51.06808;0.42097;0;0
337;9.11899;3.96811;7.81465;-16.6931;21.62169;4.63867;992.28491;-18.28448;49.40459;0.38214;0;0
338;9.15312;4.025;8.80458;-16.32689;28.33555;6.89697;992.31018;-17.58441;46.11192;0.33914;0;0
339;8.73811;4.10166;8.97825;-6.31713;16.18956;9.52148;992.33337;-18.12772;44.2234;0.31894;0;0
340;8.39495;3.8154;6.39353;-35.06467;22.10997;8.60595;992.32251;-19.87836;52.70739;0.43021;0;0
341;8.01827;3.21533;6.59775;-3.69262;8.13293;-6.59179;992.32782;-17.20511;50.5511;0.39304;0;0
342;6.66722;2.8099;7.28705;2.9602;0.2594;-8.42284;992.276;-15.88065;42.45667;0.29037;0;0
343;5.79346;2.46854;6.64566;11.68822;-6.63757;-7.08007;992.31763;-15.64192;41.08084;0.27413;0;0
344;8.02306;3.61957;7.69787;15.4724;-7.18688;-3.17383;992.32208;-18.032;46.18499;0.34167;0;0
345;9.32799;4.31845;9.2699;0.39673;-6.75964;-0.12207;992.34503;-18.17915;45.17896;0.33029;0;0
346;8.55485;4.59992;8.66385;-3.63159;3.7384;-0.85449;992.34442;-20.6963;44.63732;0.33435;0;0
347;8.16798;3.88367;8.37459;-5.2185;3.79944;2.31933;992.33423;-18.36546;44.28444;0.32058;0;0
348;7.51881;2.94644;8.44526;8.6975;-15.79283;-4.63867;992.31128;-14.60526;41.67865;0.27725;0;0
349;6.90077;3.38182;6.97324;12.54271;-15.60973;-10.31493;992.3183;-19.01971;44.70075;0.32801;0;0
350;5.85215;2.20923;5.72879;6.4392;-19.57701;-11.6577;992.28491;-15.09709;45.61032;0.32461;0;0
351;4.27952;2.0152;4.32863;14.06859;-21.59117;-15.19774;992.29211;-18.31798;44.67315;0.32491;0;0
352;3.99087;2.01041;3.71838;21.08763;-20.06529;-10.37597;992.26666;-20.23218;47.02429;0.36037;0;0
353;4.81491;2.83924;3.72437;17.30345;-20.79771;-5.12695;992.22839;-25.00558;52.27778;0.44552;0;0
354;6.33065;3.63753;3.41475;9.55199;-18.84459;-2.92968;992.23328;-26.82629;61.65757;0.57635;0;0
355;7.58109;4.10525;5.27125;23.28489;3.67736;5.00488;992.25348;-23.96994;55.18851;0.47836;0;0
356;7.08223;4.46218;4.62028;17.60863;-10.66588;-3.11279;992.2915;-27.82014;56.88053;0.51677;0;0
357;7.64517;4.75682;3.69023;10.40649;-8.9569;-0.30518;992.23755;-29.26358;64.23393;0.62078;0;0
358;7.2038;4.26335;3.29558;6.50024;-5.96618;3.17383;992.23499;-28.2881;65.41695;0.63367;0;0
359;8.22428;5.18681;3.09496;-3.20434;-3.76892;2.80761;992.25031;-30.55161;69.37769;0.69669;0;0
360;6.90796;4.35857;2.61107;-2.65503;-5.4779;8.1787;992.25983;-30.54893;69.29441;0.69551;0;0
361;4.66579;3.15964;1.7499;-6.80541;16.49474;13.12255;992.2171;-32.37732;69.44154;0.70343;0;0
362;3.99147;1.80739;2.00022;-18.46312;29.80039;10.13183;992.26239;-22.03938;63.38339;0.58472;0;0
363;4.16514;1.62174;3.10454;-17.48656;27.9083;7.14111;992.23962;-17.3374;53.30051;0.42953;0;0
364;7.23375;3.2303;4.06273;-11.32201;23.02549;9.52148;992.28021;-21.27368;60.67987;0.54368;0;0
365;9.03994;4.26934;6.54505;-34.69846;37.85703;13.12255;992.30597;-20.93376;54.09491;0.45226;0;0
366;8.41053;3.7082;8.47221;-18.40208;23.2086;-4.21142;992.31592;-17.25595;44.79066;0.32226;0;0
367;8.3159;3.63095;7.80567;-5.95092;5.08117;2.50244;992.30811;-17.65907;46.81277;0.34786;0;0
368;8.67582;3.73814;8.89202;-9.49096;9.17052;5.7373;992.34631;-16.74646;44.29494;0.3146;0;0
369;8.30093;4.00165;8.51892;-6.13403;4.65393;9.94872;992.33612;-18.5945;44.25748;0.32118;0;0
370;8.71355;3.43092;7.96676;-13.27514;13.25988;7.44628;992.34656;-16.20357;47.56347;0.35203;0;0
371;7.80028;2.75181;8.97945;-13.39721;2.82287;-0.97656;992.38184;-13.02646;40.98022;0.26449;0;0
372;6.16956;2.30146;6.42767;-3.44848;-0.28992;-13.18358;992.31;-14.48381;43.82619;0.30148;0;0
373;6.05098;2.22241;6.63068;7.78198;-2.79236;-10.00976;992.3457;-13.90546;42.38271;0.28299;0;0
374;8.04102;3.57944;7.58289;1.00708;-3.15857;2.31933;992.36139;-17.94495;46.67958;0.3473;0;0
375;9.38249;4.37594;9.50167;4.11987;-0.90027;-5.06591;992.38391;-18.14412;44.63842;0.32383;0;0
376;7.94281;3.96571;8.39975;-2.10571;4.40979;-1.89209;992.34015;-18.9341;43.39843;0.31272;0;0
377;8.09672;3.45668;8.26859;-2.59399;-5.41687;1.40381;992.34271;-16.63052;44.39828;0.31539;0;0
378;7.6296;2.8596;8.25063;5.70678;-13.59557;-4.02832;992.32208;-14.2769;42.76048;0.28848;0;0
379;7.08223;3.29199;7.39065;-2.04468;-16.46422;-0.67139;992.29871;-17.82791;43.77921;0.31266;0;0
380;6.68758;2.65179;6.17135;8.39233;-9.50622;-12.39013;992.28619;-16.24651;47.29892;0.34891;0;0
381;4.58255;2.02538;3.84594;-5.0354;-9.62829;-17.63914;992.2605;-18.70337;49.99469;0.39109;0;0
382;3.6016;1.35524;3.10514;8.02612;-19.02769;-11.10839;992.24731;-15.90717;49.23357;0.37203;0;0
383;4.6628;2.62365;3.48842;11.9934;-26.29087;-8.85009;992.2392;-24.25365;53.19845;0.45383;0;0
384;6.47378;3.71838;3.92858;9.12475;-21.53013;-1.95312;992.22137;-26.1526;58.74872;0.53432;0;0
385;7.07684;4.26575;4.72867;-0.76294;-0.16785;5.7373;992.24176;-26.61943;56.24955;0.50331;0;0
386;7.58349;4.24119;4.59153;1.19018;-3.09753;3.35693;992.24176;-25.56694;58.80658;0.53279;0;0
387;7.6811;4.53344;4.35139;16.6931;-1.26648;5.85937;992.2439;-27.18181;60.4682;0.56153;0;0
388;7.72482;4.27533;4.27773;8.08715;-4.4403;-2.19726;992.17206;-25.83504;61.0239;0.56397;0;0
389;7.65535;4.06153;3.93098;3.69262;-9.38415;-0.48828;992.21838;-25.26553;62.81976;0.58691;0;0
390;7.45413;4.12681;4.00165;7.84301;-4.01306;1.46484;992.20288;-26.00235;61.77149;0.57489;0;0
391;6.06535;3.86331;2.14575;-13.33617;8.62121;8.23974;992.23071;-30.9839;70.51766;0.71407;0;0
392;3.42074;1.9098;2.48112;-6.19506;21.9879;11.04735;992.22308;-24.31995;54.04606;0.46497;0;0
393;3.81181;1.36662;3.59561;-10.10131;25.28379;1.28174;992.23541;-14.61726;46.67175;0.33603;0;0
394;5.64554;2.76738;4.27174;6.74438;8.98742;9.76562;992.23541;-21.35042;52.8868;0.43802;0;0
395;8.35782;3.75551;5.02811;-16.57103;20.46202;20.32469;992.23541;-21.05838;58.96867;0.51892;0;0
396;8.69499;4.03219;7.37807;-29.99875;33.21836;8.97216;992.26093;-19.47327;49.68395;0.39001;0;0
397;8.35902;3.26025;8.56563;-0.57983;15.94542;-1.28174;992.27899;-15.23787;44.30059;0.30948;0;0
398;8.55785;3.44051;8.59558;-15.4724;16.4337;0.42725;992.27875;-15.83607;44.87398;0.31824;0;0
399;8.12965;3.78725;8.92016;-2.28882;13.80919;2.50244;992.31146;-17.42186;42.34541;0.29481;0;0
400;8.85968;3.67167;8.83932;-2.47192;8.4381;7.50732;992.32678;-16.3506;45.06591;0.32227;0;0
401;7.62181;2.95303;8.16738;1.98364;6.60705;-6.83593;992.33466;-14.8069;43.02103;0.29317;0;0
402;6.0372;2.09664;7.96616;-15.41136;-4.50134;-1.40381;992.33679;-11.84668;37.15688;0.21999;0;0
403;5.95696;2.56676;6.32466;1.43432;-7.7362;-5.00488;992.36737;-16.45853;43.2851;0.30188;0;0
404;6.28933;2.79253;6.75944;-0.5188;-4.19616;-6.16455;992.29297;-16.82823;42.93668;0.29924;0;0
405;7.93143;3.47404;8.38118;-0.88501;-4.4403;0.36621;992.35144;-16.75526;43.42071;0.30451;0;0
406;9.13037;4.06932;10.12569;6.13403;-0.35095;-2.80761;992.35419;-16.61841;42.04109;0.28836;0;0
407;8.70397;4.25736;9.29865;-0.76294;3.31115;-1.77002;992.34125;-18.48268;43.10804;0.30759;0;0
408;7.46132;3.26504;9.05671;4.11987;-2.79236;2.01416;992.31805;-15.54901;39.48322;0.25644;0;0
409;7.07684;2.94464;8.91657;21.27073;-9.81139;-5.55419;992.3053;-14.50301;38.43809;0.24168;0;0
410;6.72291;2.52843;7.28944;5.58471;-16.40318;-2.99072;992.32294;-14.30428;42.68475;0.28769;0;0
411;5.65692;2.35116;5.63776;2.10571;-22.20152;-11.96288;992.297;-16.4039;45.09721;0.32283;0;0
412;4.25796;2.11102;4.28132;15.77757;-23.66636;-15.62499;992.26898;-19.27013;44.84329;0.33069;0;0
413;4.13639;1.82236;3.50099;20.29417;-23.42222;-11.6577;992.24072;-18.58699;49.75583;0.38765;0;0
414;5.20537;2.82607;3.9717;12.66478;-28.36606;-6.83593;992.24347;-23.3461;52.65635;0.44307;0;0
415;6.48157;3.59322;3.83875;1.5564;-14.38903;-0.30518;992.2558;-25.50087;59.36356;0.54006;0;0
416;7.37688;3.97889;5.50002;23.22386;0.93079;0.24414;992.24817;-23.38438;53.29269;0.45137;0;0
417;7.60684;4.27234;4.75443;13.51927;-2.91443;-4.45556;992.25067;-25.46701;57.9938;0.52149;0;0
418;7.59187;4.12442;4.20406;9.9182;-5.4779;0;992.2475;-25.42003;61.02413;0.56246;0;0
419;7.44575;4.23281;4.22562;5.15747;-5.05065;5.24902;992.23224;-26.30847;60.42414;0.55755;0;0
420;7.41041;4.14957;3.71658;1.5564;-3.0365;3.84521;992.24493;-26.58978;63.36461;0.5991;0;0
421;9.39986;4.72328;3.42494;17.36449;-9.14001;-26.00095;992.24005;-25.27303;69.98027;0.69042;0;0
422;5.50241;3.40996;1.94752;-20.23314;2.39563;5.49316;992.23413;-30.29382;70.50909;0.7119;0;0
423;3.08598;2.25534;2.3865;-29.44944;13.68712;25.63474;992.21881;-30.03348;52.28393;0.47039;0;0
424;4.2933;2.02238;3.75551;-18.21898;26.50449;25.2075;992.24176;-19.52205;48.82256;0.37946;0;0
425;6.54505;2.4889;4.58614;5.95092;22.65928;14.28221;992.2594;-17.29807;54.9809;0.45211;0;0
426;8.2135;2.73085;4.52087;-9.30785;34.62217;6.7749;992.25177;-16.23952;61.17077;0.53704;0;0
427;8.65367;3.92799;7.28764;-11.62719;28.51865;9.09423;992.31787;-19.1467;49.89775;0.39148;0;0
428;8.1596;3.28061;8.17936;-4.1809;6.60705;2.56347;992.32037;-15.85199;44.93069;0.31896;0;0
429;8.7932;3.22372;7.55414;-4.30297;5.69152;-2.38037;992.3302;-15.54056;49.3345;0.37218;0;0
430;8.80638;3.88726;9.23397;-5.88989;14.11437;3.41797;992.33801;-16.94302;43.64223;0.30775;0;0
431;9.28727;3.3399;9.73043;6.56127;7.76672;4.5166;992.3302;-13.94438;43.6651;0.29793;0;0
432;8.28416;3.1794;7.76434;-12.35961;7.76672;-6.53076;992.28387;-15.6436;46.85519;0.34149;0;0
433;6.10607;2.20324;6.95348;-1.98364;2.76184;-13.54979;992.32489;-13.39207;41.28743;0.26902;0;0
434;5.40001;2.09185;6.14081;0.64087;1.72424;-7.38525;992.32208;-14.34909;41.32724;0.27248;0;0
435;6.34922;2.98656;6.57379;2.34985;-0.9613;-5.61523;992.33185;-18.09644;44.00441;0.31629;0;0
436;8.86387;4.19508;8.67642;9.55199;-0.53406;-6.28662;992.36505;-18.68634;45.61227;0.33736;0;0
437;9.39627;4.35019;10.27301;-0.03052;0.19836;-2.62451;992.35718;-17.35229;42.44777;0.29569;0;0
438;8.44825;4.32743;9.67953;7.35473;1.66321;-2.86865;992.34906;-18.61469;41.11432;0.28601;0;0
439;7.54336;4.03219;9.54239;6.62231;-7.36999;-0.42725;992.30829;-18.3398;38.32675;0.25536;0;0
440;6.28633;3.36744;7.19482;7.41577;-26.41294;-4.27246;992.32806;-19.41528;41.14471;0.28977;0;0
441;6.43665;2.97758;6.20189;16.26585;-25.98569;-7.26318;992.28192;-18.42418;46.06413;0.34171;0;0
442;5.79466;2.69372;5.10297;4.11987;-30.56333;-0.61035;992.29169;-19.23227;48.63181;0.37599;0;0
443;4.77539;3.23929;3.00333;4.11987;-17.31871;-8.23974;992.2218;-29.86482;57.83343;0.53832;0;0
444;3.89385;2.09904;3.25665;11.87133;-11.82555;-9.94872;992.23944;-22.46536;50.0923;0.40713;0;0
445;5.04667;3.04765;3.00213;12.96996;-14.45006;-5.49316;992.22858;-27.42947;59.2527;0.54622;0;0
446;6.71692;3.26444;5.40719;36.1633;-18.11217;6.53076;992.26709;-20.7355;51.16556;0.41355;0;0
447;7.51222;3.71179;4.46038;14.61791;-4.92858;4.45556;992.13574;-23.01845;59.30028;0.53011;0;0
448;7.86675;3.84594;4.32623;15.35033;-9.20104;-4.63867;992.19971;-23.18933;61.19188;0.55705;0;0
449;7.42718;4.26335;2.91769;-4.91333;-14.75524;1.58691;992.19928;-28.11441;68.55312;0.6775;0;0
450;7.19422;4.2891;2.43261;-0.76294;-3.82995;-1.89209;992.20117;-29.45665;71.31788;0.72109;0;0
451;8.82374;4.94487;3.67107;-0.33569;10.26916;1.46484;992.22412;-27.35753;67.41051;0.65884;0;0
452;7.73859;4.79275;4.33761;9.79613;7.0343;5.24902;992.20819;-28.38019;60.72863;0.56982;0;0
453;5.05745;3.26863;2.5446;-6.92748;7.2174;3.84521;992.18713;-29.99962;63.2913;0.61076;0;0
454;4.00225;1.86847;2.76259;-9.7351;31.14316;11.59667;992.20459;-21.01746;55.38428;0.46972;0;0
455;4.6646;1.64869;3.58962;-12.11547;30.47178;5.49316;992.21179;-15.64798;52.42004;0.41274;0;0
456;5.84856;2.73384;4.6083;-6.01196;27.29795;17.33397;992.20929;-20.16113;51.76409;0.41902;0;0
457;7.55474;3.47704;6.11027;-29.14426;26.8707;22.21678;992.24457;-19.68977;51.0341;0.40791;0;0
458;7.8949;3.22851;7.7332;-14.86205;25.65;9.27734;992.23627;-16.28505;45.59278;0.32832;0;0
459;8.23386;2.95183;8.24464;-11.87133;14.23644;4.33349;992.25641;-14.21573;44.96252;0.3141;0;0
460;8.70158;2.12359;10.34667;-12.05443;14.41954;1.40381;992.2486;-8.927;40.06392;0.24394;0;0
461;8.59019;3.73635;8.72553;-1.61743;24.36827;-10.00976;992.42218;-16.96939;44.55217;0.31841;0;0
462;10.18498;4.06333;10.38859;-25.17698;23.57481;-5.00488;992.22986;-15.60489;44.43296;0.31225;0;0
463;8.03623;3.38421;11.60909;-6.01196;-1.44958;-3.60107;992.34698;-13.47887;34.69239;0.20043;0;0
464;7.27687;3.26025;10.13886;-2.16675;-13.83971;-1.77002;992.29022;-14.64067;35.66776;0.21397;0;0
465;7.69967;3.15305;9.35554;6.19506;-11.39831;-4.08935;992.30786;-14.58636;39.45459;0.25276;0;0
466;6.66242;2.29487;8.4788;11.07787;-6.82067;-11.04735;992.26898;-12.01436;38.15937;0.23093;0;0
467;5.97193;2.78594;7.19781;14.31273;-17.44078;-17.82225;992.25348;-16.58755;39.68203;0.26243;0;0
468;5.92102;3.28121;6.52948;3.38745;-30.44126;-0.12207;992.25537;-20.41818;42.2022;0.30576;0;0
469;5.07901;2.89314;5.38803;4.05883;-37.70444;-0.18311;992.24457;-21.34183;43.30896;0.32223;0;0
470;5.11195;3.08118;4.54422;9.85717;-19.51597;-7.32421;992.22668;-24.25075;48.3648;0.39424;0;0
471;5.20717;3.45548;3.42134;-0.5188;-22.99498;-3.60107;992.23138;-29.01271;56.69331;0.51979;0;0
