Time;Ax;Ay;Az;Gx;Gy;Gz;BAR;P;R;Mag;UP;DOWN;prob
438;7.312;1.70765;1.23104;4.9;-38.00999;-9.73;994.92358;0;0;0;0;0;0.00863
439;7.47725;1.88249;0.63708;6.58;-35.41999;-5.95;994.92822;0;0;0;0;0;0.00802
440;6.91203;1.90883;-0.12215;12.53;-34.78999;-9.24;994.93994;0;0;0;0;0;0.00312
441;6.29172;2.27048;-0.57241;3.22;-29.53999;-7.7;994.93164;0;0;0;0;0;0.00157
442;8.81607;2.87881;-2.1627;-5.25;-20.36999;2.8;994.93164;0;0;0;0;0;0.01104
443;9.9561;3.42967;-1.75315;-6.65;1.96;0;994.89868;0;0;0;0;0;0.04012
444;9.35016;3.30752;-0.98675;-4.2;-1.61;2.1;994.88013;0;0;0;0;0;0.03035
445;9.58487;3.3195;-1.53521;3.99;-6.37;1.75;994.88257;0;0;0;0;0;0.02708
446;9.58008;2.90755;-1.13045;2.94;-1.54;2.31;994.87158;0;0;0;1;0;0.03495
447;9.62319;3.38656;-1.00351;5.6;-0.14;0.7;994.84131;0;0;0;0;0;0.03467
448;9.67827;3.04167;-1.2526;-0.77;-0.49;-2.24;994.84839;0;0;0;0;0;0.03609
449;9.64474;3.14227;-1.38672;2.17;-4.97;-1.47;994.82056;0;0;0;0;0;0.03113
450;9.44835;3.11353;-1.55197;2.03;-6.51;1.33;994.80615;0;0;0;0;0;0.02474
451;9.35495;3.00814;-2.01661;-4.2;-2.03;-2.66;994.77588;0;0;0;0;0;0.02027
452;8.64842;3.22609;-1.54718;-1.89;10.15;-1.19;994.76465;0;0;0;0;0;0.01285
453;8.5095;3.28597;-1.09692;1.61;12.53;1.68;994.75952;0;0;0;0;0;0.01339
454;8.33946;3.00575;-0.94843;-1.82;13.3;2.73;994.75952;0;0;0;0;0;0.0132
455;8.33946;2.82133;-0.7688;-1.4;33.87999;9.17;994.71948;0;0;0;0;0;0.01735
456;4.50264;0.93885;0.27782;-12.95;33.17999;-0.7;994.71802;0;0;0;0;0;0.00088
457;7.17548;1.64538;-0.62031;-15.81999;32.12999;4.41;994.71484;0;0;0;0;0;0.00787
458;10.6267;2.9794;2.1651;-9.94;69.64997;21.69999;994.70288;0;0;0;0;0;0.44263
459;11.47214;2.27287;3.23807;-12.74;31.91999;23.09999;994.71411;0;0;0;0;0;0.7183
460;11.17516;1.6358;3.35063;-19.31999;16.30999;16.09999;994.73242;0;0;0;0;0;0.66753
461;11.19193;1.32684;4.03561;-14.97999;24.98999;7.0;994.72559;0;0;0;0;0;0.72294
462;11.17037;2.15312;5.41514;-11.13;19.31999;-3.15;994.73242;0;0;0;0;0;0.77103
463;19.02843;1.14482;4.88105;-30.51999;22.04999;-11.34;994.72827;0;0;0;0;0;0.99987
464;7.42935;5.28581;3.66198;-12.6;-2.24;-14.06999;994.74585;0;0;0;0;0;0.02239
465;8.97893;0.63468;2.68961;-20.92999;-6.02;36.11999;994.70483;0;0;0;0;0;0.18249
466;9.27591;0.81431;4.01884;2.94;12.53;9.73;994.73291;0;0;0;0;0;0.25359
467;9.91778;2.06211;4.17931;21.83999;-10.64;-6.16;994.78052;0;0;0;0;0;0.25811
468;9.67109;1.71962;3.45841;-4.69;-14.83999;-11.48;994.79126;0;0;0;0;0;0.21013
469;9.42919;1.99984;3.03209;3.36;-10.92;4.13;994.79175;0;0;0;0;0;0.15508
470;9.59684;1.77231;3.20454;-4.06;-5.46;3.22;994.78223;0;0;0;0;0;0.20997
471;9.616;1.70765;2.83091;0.21;-5.53;-2.66;994.79053;0;0;0;0;0;0.17538
472;9.64235;1.67651;2.94827;-1.12;-5.25;-1.68;994.80786;0;0;0;0;0;0.19064
473;9.6639;1.77231;2.79259;-1.54;-7.28;-1.05;994.82324;0;0;0;0;0;0.18185
474;9.74773;1.89925;2.69679;-1.82;-5.25;2.94;994.81982;0;0;0;0;0;0.19336
475;9.69743;1.72681;2.67524;-1.26;-3.29;1.61;994.80957;0;0;0;0;0;0.18734
476;9.74773;1.65735;2.42376;-1.19;-3.71;0.07;994.80762;0;0;0;0;0;0.17832
477;9.66869;1.61185;2.45729;-1.54;-2.94;0;994.79224;0;0;0;0;0;0.17131
478;9.78845;1.86093;2.46208;-3.64;-2.87;-0.07;994.78613;0;0;0;0;0;0.18684
479;9.67109;1.61903;2.38783;-1.12;-1.96;0.28;994.77563;0;0;0;0;0;0.16811
480;9.72857;1.54;2.44292;-0.56;-1.19;0.07;994.77759;0;0;0;0;0;0.18047
481;9.82677;1.6334;2.40699;0.07;-1.26;-1.75;994.77783;0;0;0;0;0;0.18707
482;9.76929;1.71004;2.37586;2.24;-0.42;-1.05;994.76636;0;0;0;0;0;0.1736
483;9.79084;1.68849;2.3567;0.56;-0.28;-2.66;994.76318;0;0;0;0;0;0.17663
484;9.81958;1.79387;2.44053;0.21;-0.49;-1.05;994.77686;0;0;0;0;0;0.18608
485;9.73096;1.92081;2.36149;1.54;-0.56;-0.7;994.79321;0;0;0;0;0;0.16474
486;9.77647;1.74357;2.4046;-0.07;-0.77;0.98;994.79541;0;0;0;0;0;0.18157
487;9.79323;1.81782;2.49801;0.98;-0.63;0.35;994.7959;0;0;0;0;0;0.18569
488;9.69743;1.84177;2.30401;0.98;-1.19;-0.07;994.82153;0;0;0;0;0;0.15969
489;9.3789;2.019;1.81063;-0.98;0.07;1.61;994.82446;0;0;0;0;0;0.1043
490;9.89383;2.11241;2.13636;4.06;-4.2;-2.73;994.88232;0;0;0;0;0;0.1608
491;9.84593;1.88009;2.27527;0.98;4.13;2.1;994.8667;0;0;0;0;1;0.18506
492;9.7621;1.88249;2.39981;2.1;0.42;-1.82;994.87085;0;0;0;0;0;0.17033
493;9.82677;1.67172;2.23934;1.96;2.59;-0.42;994.86377;0;0;0;0;0;0.17819
494;9.82677;1.67172;2.23934;1.96;2.59;-0.42;994.86377;0;0;0;0;0;0.17819
495;10.35367;1.92081;3.00335;4.27;15.81999;0.21;994.84912;0;0;0;0;0;0.33582
496;11.55357;1.91362;3.24525;-9.87;15.60999;8.89;994.84839;0;0;0;0;0;0.69208
497;11.89606;2.24653;3.62366;9.66;5.11;0.07;994.83789;0;0;0;0;0;0.70975
498;11.45059;2.81175;3.7985;14.76999;4.41;-12.18;994.83447;0;0;0;0;0;0.57075
499;10.03753;2.94348;3.43206;6.58;7.42;-1.33;994.85645;0;0;0;0;0;0.25948
500;10.43271;2.10762;3.89909;6.58;-0.7;8.82;994.85254;0;0;0;0;0;0.42119
501;10.7225;2.26808;3.96376;6.65;-4.34;6.3;994.87598;0;0;0;0;0;0.48029
502;10.99553;2.08127;4.02363;8.68;-19.10999;-1.4;994.90015;0;0;0;0;0;0.51388
503;9.76449;2.03337;3.01533;12.67;-40.31999;-11.06;994.94141;0;0;0;0;0;0.142
504;7.91315;1.6334;1.99266;10.71;-51.93998;-11.55;994.94312;0;0;0;0;0;0.01788
505;6.91682;1.49689;0.93406;12.18;-49.90998;-8.33;994.94458;0;0;0;0;0;0.0047
506;6.79707;1.54958;0.01437;3.57;-45.28999;-8.68;994.93994;0;0;0;0;0;0.00322
507;7.20182;2.17707;-0.97717;-0.35;-36.88998;-9.59;994.94312;0;0;0;0;0;0.00319
508;8.81367;2.94348;-1.70525;-6.72;-19.66999;3.92;994.91602;0;0;0;0;0;0.0135
509;9.52739;2.72074;-1.6358;3.01;-17.00999;3.36;994.89795;0;0;0;0;0;0.02574
510;9.54415;3.07521;-1.61664;1.4;-9.66;-3.71;994.88672;0;0;0;0;0;0.02508
511;9.36692;2.48364;-1.76992;1.47;-21.48999;-3.5;994.88281;0;0;0;0;0;0.0202
512;9.12982;2.75427;-2.63931;-1.89;-10.15;0.7;994.85132;0;0;0;1;0;0.01263
513;9.30705;2.77104;-2.39023;1.26;-0.7;1.33;994.83325;0;0;0;0;0;0.01697
514;9.04359;2.75667;-2.6944;-3.71;0.07;0.7;994.80737;0;0;0;0;0;0.01234
515;9.18729;2.83331;-2.76864;-6.93;11.89999;3.57;994.79395;0;0;0;0;0;0.0155
516;8.83762;2.85965;-2.02619;-0.14;17.00999;3.08;994.75977;0;0;0;0;0;0.01421
517;7.60898;2.692;-1.78429;2.31;19.31999;-4.13;994.73828;0;0;0;0;0;0.00456
518;8.05206;2.02619;-1.00112;-4.06;27.43999;-3.85;994.73828;0;0;0;0;0;0.01184
519;13.76418;3.82964;0.53169;9.66;27.85999;21.41999;994.73071;0;0;0;0;0;0.82639
520;7.34313;2.05972;-0.08622;-0.77;-4.55;11.41;994.7439;0;0;0;0;0;0.00784
521;4.77806;1.20469;-0.79515;5.25;-0.21;9.8;994.74585;0;0;0;0;0;0.00053
522;6.08814;1.17356;0.17244;2.03;24.77999;11.2;994.77881;0;0;0;0;0;0.0034
523;9.93454;1.76034;0.22513;2.1;44.37999;11.83;994.79053;0;0;0;0;0;0.13129
524;11.56555;1.2502;1.90165;2.24;41.99998;17.49999;994.82031;0;0;0;0;0;0.617
525;11.39071;1.14003;2.34712;-9.94;20.99999;11.27;994.83618;0;0;0;0;0;0.61107
526;11.60627;1.15919;2.72314;-16.37999;14.13999;6.93;994.85645;0;0;0;0;0;0.6899
527;12.13556;1.35319;3.8464;-7.07;21.55999;2.31;994.86572;0;0;0;0;0;0.83802
528;11.96312;1.9232;3.34105;-0.35;20.29999;2.94;994.88281;0;0;0;0;0;0.75331
529;15.11497;1.346;5.50136;18.89999;-5.46;-68.52998;994.86694;0;0;0;0;0;0.98412
530;8.45921;2.09325;2.27048;-32.05999;-12.18;8.82;994.87964;0;0;0;0;0;0.07309
531;9.59684;0.42871;2.46927;-2.38;0.42;26.24999;994.84082;0;0;0;0;0;0.22931
532;10.02076;0.97956;3.32189;3.71;-2.38;-1.19;994.84619;0;0;0;0;0;0.29721
533;10.02076;1.45857;2.89079;-6.86;-7.77;-11.76;994.84399;0;0;0;0;0;0.24697
534;9.69264;1.33403;2.68961;-3.29;-4.48;-6.23;994.83105;0;0;0;0;0;0.18751
535;9.53936;1.65975;2.60099;0.07;-3.57;0;994.85327;0;0;0;0;0;0.15812
536;9.78845;1.45857;2.37346;-6.72;-1.89;1.96;994.84717;0;0;0;0;0;0.19889
537;9.92496;1.23104;2.42376;-2.03;-2.66;-1.12;994.84619;0;0;0;0;0;0.2156
538;9.81958;1.34361;2.37107;-1.96;-2.94;-1.33;994.8479;0;0;0;0;0;0.19229
539;9.78366;1.42743;2.49082;-1.75;-1.96;-2.94;994.84741;0;0;0;0;0;0.19093
540;9.84114;1.43222;2.48603;-1.19;-1.26;-1.82;994.84863;0;0;0;0;0;0.20058
541;9.83156;1.4418;2.51477;-3.57;-0.91;-3.71;994.854;0;0;0;0;0;0.20252
542;9.77886;1.43941;2.5962;-3.99;0;-2.03;994.85596;0;0;0;0;0;0.2037
543;9.83395;1.46815;2.56028;-2.31;1.47;-1.12;994.85254;0;0;0;0;0;0.20922
544;9.73096;1.56155;2.57465;-0.91;0.91;-2.03;994.84448;0;0;0;0;0;0.18794
545;9.82916;1.53042;2.50998;-0.63;0.14;-2.8;994.84546;0;0;0;0;0;0.19708
546;9.78366;1.56395;2.48364;-1.05;1.12;-0.35;994.84888;0;0;0;0;0;0.19281
547;9.65193;1.64298;2.67284;-5.46;0.7;-3.99;994.82935;0;0;0;0;0;0.18529
548;9.75492;1.75555;2.40699;-2.03;-2.66;-1.82;994.80957;0;0;0;0;0;0.17614
549;9.74294;1.65735;2.53633;-0.63;-0.49;1.12;994.802;0;0;0;0;0;0.18788
550;9.81;1.69807;2.49322;-0.21;-1.82;-1.4;994.78687;0;0;0;0;0;0.18894
551;9.82677;1.70286;2.53872;-0.77;1.19;-0.14;994.79517;0;0;0;0;0;0.19983
552;9.82916;1.74357;2.65608;-0.42;-0.63;-1.33;994.80908;0;0;0;0;0;0.2028
553;9.7621;1.7795;2.51717;0.21;-1.12;0.35;994.80518;0;0;0;0;0;0.18392
554;9.74773;1.80105;2.51717;0.77;-0.84;1.54;994.81152;0;0;0;0;0;0.1823
555;9.67109;1.78668;2.49561;0.14;-1.33;0.14;994.81909;0;0;0;0;0;0.1693
556;9.81958;1.80345;2.38544;-0.56;-0.7;-1.12;994.81348;0;0;0;0;0;0.18343
557;9.83874;1.76273;2.39502;-3.92;2.52;1.05;994.79834;0;0;0;0;0;0.19948
558;9.72378;1.80345;2.57944;-2.45;0.14;0.35;994.79663;0;0;0;0;0;0.18714
559;9.73096;1.74118;2.66566;-0.7;-1.33;2.1;994.79785;0;0;0;0;0;0.19303
560;9.65432;1.76992;2.48124;1.4;-1.33;3.22;994.81055;0;0;0;0;0;0.16848
561;9.83635;1.57353;2.47645;3.15;-0.84;1.4;994.80688;0;0;0;0;0;0.19365
562;9.78605;1.62143;2.34712;4.13;-2.52;2.24;994.80884;0;0;0;0;0;0.17541
563;9.84832;1.52802;2.30401;-1.54;0.28;3.57;994.80811;0;0;0;0;0;0.19761
564;9.81719;1.43222;2.5028;0.28;-1.05;0.28;994.81934;0;0;0;0;0;0.19865
565;9.98244;1.6813;2.38065;-0.63;1.75;2.38;994.8103;0;0;0;0;0;0.21869
566;9.83874;1.42264;2.41657;0.28;-2.87;-1.54;994.84009;0;0;0;0;0;0.19233
567;10.20278;1.55676;2.67763;-2.24;-0.7;-5.18;994.84644;0;0;0;0;0;0.27151
568;9.68785;1.65975;2.26329;-1.75;-3.92;-4.2;994.87256;0;0;0;0;0;0.15642
569;9.80521;1.6813;2.20581;1.19;0.14;-1.26;994.87036;0;0;0;0;1;0.17099
570;9.80761;1.69328;2.28485;2.8;-1.05;-2.73;994.86572;0;0;0;0;0;0.17027
571;9.82916;1.66693;2.26569;-0.07;-0.98;-2.1;994.86353;0;0;0;0;0;0.17804
572;9.86988;1.68849;2.17468;-0.35;1.47;-3.64;994.86108;0;0;0;0;0;0.17861
573;9.92257;1.66933;2.21539;-1.68;2.31;-1.75;994.86475;0;0;0;0;0;0.19479
574;9.70462;1.86093;2.26329;-1.75;3.99;-3.57;994.85449;0;0;0;0;0;0.16204
575;9.80521;1.93757;2.48124;-0.28;5.88;-3.85;994.86084;0;0;0;0;0;0.18617
576;9.39087;2.19384;2.23216;-1.68;15.25999;1.26;994.86304;0;0;0;0;0;0.13057
577;9.56331;1.71244;2.9818;5.32;19.73999;5.46;994.85303;0;0;0;0;0;0.20285
578;10.72969;1.76752;3.47757;-4.2;18.19999;10.43;994.84375;0;0;0;0;0;0.52341
579;10.8183;1.8274;3.57816;-10.15;16.79999;15.12;994.84375;0;0;0;0;0;0.57682
580;11.77392;2.17468;4.64394;8.47;14.55999;-2.45;994.83643;0;0;0;0;0;0.77682
581;10.4351;2.27527;4.67029;6.51;1.19;-7.14;994.85522;0;0;0;0;0;0.46095
