timestamp,ax,ay,az,gx,gy,gz,pitch,roll,BAR,totacc,status,mov,prob
1672185745474,-8.356223106384277,-3.820056200027466,2.5506958961486816,-2.9399991035461426,1.81999933719635,-1.9599992036819458,23.616634829027785,-73.02544870701178,-0.050537109375,9.535478148979657,0,,0
1672185745581,-8.576565742492676,-3.8679566383361816,2.775827646255493,-0.13999994099140167,2.3099992275238037,-1.609999418258667,23.223093642867774,-72.06569210917804,-0.01220703125,9.809372437269582,0,,0
1672185745689,-8.46399974822998,-3.7985012531280518,2.761457681655884,0.8399997353553772,-0.9799996018409729,-1.2599996328353882,23.105516907968827,-71.93060893703667,-0.021484375,9.679542966257696,0,,0
1672185745798,-8.449628829956055,-3.8847217559814453,2.68481707572937,1.329999566078186,-2.099999189376831,0.2099999338388443,23.661283067229125,-72.3726687469771,0.013671875,9.679645304222056,0,,0
1672185745907,-8.408913612365723,-4.0068678855896,2.713557243347168,1.3999994993209839,0.27999988198280334,2.4499990940093994,24.39313494552668,-72.11510464599873,-0.008056640625,9.701969454998336,0,,0
1672185746018,-8.411309242248535,-3.980522632598877,2.713557243347168,-0.34999987483024597,-0.6299998164176941,-4.619998455047607,24.245745351166757,-72.11987408392271,-0.028564453125,9.693197434814243,0,,0
1672185746129,-8.514294624328613,-3.6883301734924316,2.6009912490844727,5.249998092651367,3.9899983406066895,-0.7699997425079346,22.50386765197296,-73.01286216330277,-0.028564453125,9.636500811828942,0,,0
1672185746238,-8.452024459838867,-3.7769460678100586,2.7279274463653564,2.169999122619629,3.4999988079071045,3.6399986743927,23.038463202691982,-72.11229074124891,-0.001708984375,9.6510946126071,0,,0
1672185746346,-8.480764389038086,-3.958967447280884,2.553090810775757,1.81999933719635,4.059998512268066,1.8899993896484375,24.084696544171685,-73.24584690769082,-0.0048828125,9.701291695391593,0,,0
1672185746454,-8.396939277648926,-3.9637575149536133,2.4692652225494385,1.4699995517730713,4.829998016357422,-3.6399986743927,24.364471330631005,-73.61311503426498,-0.00341796875,9.608185760546402,0,,0
1672185746562,-8.440049171447754,-3.961362361907959,2.383044481277466,2.5199992656707764,6.369997501373291,-5.739997863769531,24.30838077572675,-74.23299500797631,0.004638671875,9.623186726783592,0,,0
1672185746670,-8.387358665466309,-3.9565725326538086,2.3279590606689453,2.589998960494995,7.2799973487854,-8.749996185302734,24.44401714791238,-74.48770333314116,0.005615234375,9.561466675017698,0,,0
1672185746778,-8.5023193359375,-3.992497682571411,2.426154851913452,-1.9599992036819458,4.619998455047607,-4.829998016357422,24.30170629739326,-74.07379047692089,0.003662109375,9.701324610642505,0,,0
1672185746887,-8.698711395263672,-4.181704044342041,2.715952157974243,-1.1199995279312134,0.27999988198280334,-1.81999933719635,24.64944846063855,-72.66034914958942,0.021728515625,10.026496136585381,0,,0
1672185746994,-8.430469512939453,-4.208049297332764,2.4716603755950928,-0.48999980092048645,-5.949997425079346,0.9799996018409729,25.593779073291618,-73.65982228278425,-0.00537109375,9.741129303611118,0,,0
1672185747102,-8.365803718566895,-4.315825462341309,2.1076173782348633,0.909999668598175,-5.17999792098999,0.34999987483024597,26.576851920720948,-75.85959619348225,-0.019775390625,9.646505703726032,0,,0
1672185747210,-8.384963989257812,-4.229604721069336,2.177072763442993,1.1899995803833008,-2.169999122619629,-3.359998941421509,26.02342821967476,-75.44510143560144,-0.010009765625,9.640374630426331,0,,0
1672185747318,-8.420888900756836,-4.121828556060791,2.3998095989227295,1.609999418258667,-1.0499995946884155,-1.7499994039535522,25.20797773807355,-74.09335268115285,-0.015380859375,9.677805879202658,0,,0
