feature,coefficient
ax,1.4788863384766673
ay,0.3222352721690364
az,1.7014931867160805
gx,-0.008353361929940113
gy,0.03296202761777663
gz,-0.09297001651734649
pitch,-0.10232239182937478
roll,0.030079363065165163
BAR,-0.3412239919572392
totacc,-1.8543172507466525
intercept,-4.67339764
