feature,coefficient
ax,0.11048239980137409
ay,-0.39019325010581735
az,-0.11857922225576636
gx,-0.00514248906348034
gy,0.005576723062589649
gz,-0.0008868421818930075
pitch,-0.03362689904319634
roll,0.002530447607140818
BAR,2.0991132407438817
totacc,-0.1485018862010174
intercept,-0.9255027
