Time,Ax,Ay,Az,Gx,Gy,Gz,pitch,roll,BAR,totA,status,mov,prob
1672140368410,2.426154851913452,8.025711059570312,5.56842041015625,-3.4999988079071045,0.6999997496604919,0.34999987483024597,-52.88089861851625,23.542705776118055,-0.014892578125,10.06506687714578,0,static,0.080
1672140368533,2.5578808784484863,7.984995365142822,5.168452262878418,-2.7999989986419678,-2.72999906539917,1.0499995946884155,-54.163146946095786,26.330931234143588,-0.00927734375,9.849660114102303,0,static,0.069
1672140368652,2.3974146842956543,7.94428014755249,5.278623104095459,1.1199995279312134,1.8899993896484375,-0.6299998164176941,-53.878957289164674,24.426325703071335,-0.009765625,9.834787547596717,0,static,0.095
1672140368768,2.234553337097168,7.874824523925781,5.19000768661499,-1.7499994039535522,-0.5599997639656067,-3.849998712539673,-54.33852046355658,23.29425309752092,-0.02587890625,9.692382043959972,0,static,0.129
1672140368893,2.3375391960144043,8.384963989257812,5.230722904205322,-4.5499982833862305,-3.779998779296875,-1.8899993896484375,-55.656017122194896,24.07922068697675,-0.0478515625,10.155401158724953,0,static,0.126
1672140369013,2.2800586223602295,8.150251388549805,5.357658863067627,-0.6299998164176941,-5.039998531341553,1.81999933719635,-54.45750358027433,23.053146127163892,-0.027587890625,10.01647510409547,0,static,0.085
1672140369134,2.4405250549316406,7.683222770690918,4.962480545043945,-1.8899993896484375,-2.9399991035461426,1.2599996328353882,-54.254890048614946,26.18774676757786,-0.01513671875,9.466482337582011,0,static,0.073
1672140369251,2.50519061088562,8.052056312561035,5.237907886505127,-5.109997749328613,0.27999988198280334,-0.13999994099140167,-54.20539255501451,25.560893094380052,-0.0263671875,9.92709775740302,0,static,0.088
1672140369374,2.57464599609375,8.04487133026123,5.355263710021973,-2.589998960494995,0.34999987483024597,-0.7699997425079346,-53.550046048769005,25.676815551799145,-0.027587890625,10.001380211227797,0,static,0.093
1672140369496,2.4812402725219727,7.802973747253418,5.321733474731445,-2.3099992275238037,-0.6299998164176941,-0.13999994099140167,-53.038500668627904,24.997127601653112,-0.046875,9.765439046268641,0,static,0.099
1672140369605,2.4117848873138428,7.802973747253418,5.336103916168213,-2.3799991607666016,-1.6799994707107544,0.48999980092048645,-53.11320327058631,24.321772953055568,-0.046875,9.755875698631426,0,static,0.096
1672140369715,2.4596850872039795,7.9969706535339355,5.578000545501709,-1.329999566078186,-1.1899995803833008,0.9799996018409729,-52.68105054135127,23.795646313424538,-0.046630859375,10.05562929146227,0,static,0.095
1672140369840,2.5004005432128906,8.107141494750977,5.54926061630249,4.5499982833862305,-1.8899993896484375,1.3999994993209839,-53.10202099066057,24.255500850311883,-0.056396484375,10.137654535446467,0,static,0.110
1672140369966,2.605781316757202,7.843689441680908,5.125341892242432,3.9199984073638916,-2.5199992656707764,0.6999997496604919,-53.757201581858006,26.949294503583832,-0.052978515625,9.725363224099791,0,static,0.104
1672140370081,2.572251081466675,8.0137357711792,5.290598392486572,2.169999122619629,-1.329999566078186,0.13999994099140167,-53.718164638188,25.92868930036778,-0.05322265625,9.941170352979826,0,static,0.111
1672140370198,2.6464967727661133,8.076005935668945,5.410349369049072,2.2399990558624268,-1.609999418258667,0.06999997049570084,-53.285079010235926,26.065777011981456,-0.041748046875,10.074606559880698,0,static,0.100
1672140370317,2.615361452102661,8.006550788879395,5.237907886505127,4.689998149871826,-2.3799991607666016,-0.2099999338388443,-53.82496685230847,26.53360490480404,-0.060302734375,9.918702036434123,0,static,0.122
1672140370425,2.57464599609375,7.961045265197754,5.046306133270264,3.9199984073638916,-1.2599996328353882,0.9799996018409729,-54.56397496285978,27.030860378399296,-0.05517578125,9.770990190887014,0,static,0.112
1672140370544,2.5411157608032227,7.984995365142822,5.039121150970459,1.6799994707107544,0.7699997425079346,0.7699997425079346,-54.748350909577006,26.760784831316993,-0.046630859375,9.778044910170578,0,static,0.108
1672140370691,2.6464967727661133,7.908354759216309,5.197192668914795,-1.5399994850158691,0.0,2.4499990940093994,-53.592138180043484,26.985949665537504,-0.05712890625,9.826333589070869,0,static,0.088
1672140370802,2.6584718227386475,8.111931800842285,5.132526874542236,-2.029999256134033,0.13999994099140167,2.3799991607666016,-54.528191490026984,27.382597896720014,-0.064697265625,9.960609524105942,0,static,0.097
1672140370925,2.6967921257019043,7.920330047607422,5.110971927642822,-2.7999989986419678,1.329999566078186,0.909999668598175,-53.884830649021374,27.818262908090936,-0.049072265625,9.804404616162767,0,static,0.091
1672140371055,2.6608667373657227,7.961045265197754,5.163662433624268,-2.169999122619629,0.909999668598175,0.34999987483024597,-53.88293877941915,27.262327370775683,-0.0478515625,9.855042528420126,0,static,0.097
1672140371186,2.725532293319702,8.052056312561035,5.26904296875,-2.3799991607666016,-0.2099999338388443,-0.909999668598175,-53.61963852844015,27.35129336878753,-0.05029296875,10.001347456673845,0,static,0.104
1672140371304,2.6704468727111816,7.970625400543213,5.261857986450195,-0.34999987483024597,-0.48999980092048645,-0.34999987483024597,-53.487171109562674,26.908260649010625,-0.0400390625,9.91712182265234,0,static,0.097
1672140371421,2.634521484375,7.963440418243408,5.178032398223877,-1.5399994850158691,-0.8399997353553772,-0.34999987483024597,-53.887466618755376,26.966452357785506,-0.04931640625,9.857439133142153,0,static,0.103
1672140371545,2.593806266784668,7.949069976806641,5.338498592376709,-2.2399990558624268,0.48999980092048645,-0.6999997496604919,-53.2527061765544,25.913639112955256,-0.05517578125,9.920439086380615,0,static,0.110
1672140371657,2.6273365020751953,7.932304859161377,5.498965263366699,-2.3099992275238037,0.0,-0.27999988198280334,-52.464953843601805,25.537884850112988,-0.049560546875,10.003148326478295,0,static,0.098
1672140371838,2.6297316551208496,7.759863376617432,5.290598392486572,-1.5399994850158691,-0.7699997425079346,0.7699997425079346,-52.71546133791103,26.430018645963607,-0.068603515625,9.753020022141584,1,moving,0.101
1672140371962,2.665656805038452,7.8388991355896,5.554050445556641,-1.1899995803833008,-0.13999994099140167,0.4199998676776886,-51.836076479025955,25.638596084885627,-0.1064453125,9.970032207168796,1,moving,0.134
1672140372079,2.7111623287200928,7.8772196769714355,5.470224857330322,-0.7699997425079346,0.0,0.2099999338388443,-52.22259426695955,26.364015020405468,-0.156005859375,9.966160293798785,1,moving,0.189
1672140372246,2.7207422256469727,7.882009506225586,4.89063024520874,23.729991912841797,10.639996528625488,0.909999668598175,-54.62397505023192,29.087944627786005,-0.168701171875,9.666787279649814,1,moving,0.337
1672140372354,2.57464599609375,7.917934894561768,5.283413410186768,2.3099992275238037,-1.81999933719635,-0.34999987483024597,-53.41411555849827,25.980312760456798,-0.135986328125,9.86087989292344,0,static,0.194
1672140372478,2.6273365020751953,8.037686347961426,5.376819133758545,0.4199998676776886,-0.2099999338388443,0.7699997425079346,-53.33073127013799,26.042050195726915,-0.06640625,10.020852404885234,0,static,0.112
1672140372600,2.622546434402466,7.987390518188477,5.233118057250977,0.48999980092048645,-1.6799994707107544,0.27999988198280334,-53.76452579175277,26.617470595508014,-0.06640625,9.902609842449136,0,static,0.114
1672140372715,2.6800270080566406,7.973020553588867,5.163662433624268,0.6299998164176941,-0.06999997049570084,-0.34999987483024597,-53.88264057634647,27.430066161652462,-0.04443359375,9.869904317686471,0,static,0.103
1672140372841,2.6009912490844727,7.915539741516113,5.233118057250977,-1.9599992036819458,0.6999997496604919,-0.909999668598175,-53.56241324966456,26.428531599670915,-0.013916015625,9.839026856272993,0,static,0.084
1672140372960,2.615361452102661,7.989785671234131,5.340893745422363,-1.8899993896484375,0.6999997496604919,-0.48999980092048645,-53.339355733782796,26.090349462837814,0.002197265625,9.960016897440209,0,static,0.073
1672140373078,2.6297316551208496,7.963440418243408,5.333708763122559,-0.5599997639656067,0.4199998676776886,-0.48999980092048645,-53.24918902062993,26.24514001154514,-0.015625,9.9388289573102,0,static,0.084
